user_id,user_name,review_text,helpful_votes,funny_votes,recommendation,date_posted
deadnelo,DeadNelo,ARE YOU ♥♥♥♥♥♥♥ KIDDING ME?!!?!?!?!? YOU ♥♥♥♥♥ GIVING IT FOR FREE NOWWW???? I WANT COMPENSATION!!!!!!!!!!!,16,3,-1,"October 19, 2022"
76561199177050557,umbralupus332,"Honestly, its pretty good in the beginning! but! after a bit you realise there is nothing to do, to get more you can buy over priced dlc, which i have all of and that honestly is not that worth it besides maybe 3 of them, mods are also a good way to continue a game but most sims mods are nsfw in nature and none are super high quality, and if they are they are usually game breaking or hard to set up",4,0,-1,"May 29, 2022"
76561198141411541,komoki_emrys,The sims 4 might as well call itself a bootleg version of the Sims. There is barely anything to do. Especially if you have just the base game. It's sad how you have to buy DLC in order to have fun in this game. The previous sims games weren't like that.,3,0,-1,"March 8, 2022"
glueypasta,gluey,play the sims 3 instead,7,0,-1,September 24
iloomi,ballbitbitch,"after 10 years this game is still got as good as the third or even second installment, and they plan on keeping it around forever. this game isn't worth all the bloatwear EA requires to be on your system.",4,0,-1,September 24
diabolicaljim,Diabolical Jim,Game is fine but that EA App ♥♥♥♥♥ has got to go. Electronic Arts can go ♥♥♥♥ itself.,3,0,-1,June 17
76561199103322802,YANM770,AWSOME,3,0,1,"October 4, 2022"
76561198834525441,KHAIRE,"If DLCs weren't overpriced and maybe gave a little more, then the game would be worth buying. Thankfully it was free on the 18th and I don't have to refund again.",5,0,-1,"October 20, 2022"
76561199027926140,CrazyCashew,killing children go brrrrrrrrrrrr,3,3,1,"June 30, 2021"
jimboslicee,commander ballsack,"I slept with my neighbor's wife and his roommate, and then accidentally electrocuted myself with his dishwasher. 10/10",2,0,1,"June 21, 2021"
Chaos5658,FluidPancake,"Same song and dance, release a worse sequel with less features so you can sell the features of the old game as DLC. The only reason they get away with it is because there aren't any significant competing games, when Paralives comes out The Sims will become obsolete.",3,0,-1,"October 19, 2022"
76561198321043275,itshalstri,"The current state of this game is genuinely and absolutely pathetic. Fans of this game series have complained about consistent bugs, presumably since the game's release, but until the most recent update which made the game free, I luckily found myself spared from most of these despite playing for years. However, after the latest update, the game has become literally unplayable without cheats or constant saving so that a player can reset if a sim randomly dies. I have rarely faced any issues before recently, but now I consistently experience sims dying in 24 hours (a rather common bug, apparently...) Additionally, I have been playing a sim with a passion for gardening, and have come to see many, many bugs within the gardening systems. Not only have I had plants and crops revert back to seedlings seemingly randomly (I can only presume this is a bug and not a feature), grow when they are out of season (or vice versa; becoming dormant when they are in season), as well as the cowplant interaction to eat cake not appearing when it should (when the cake-shaped tongue is out) until I debugged the object. I can only assume that other aspects of the game have begun to malfunction similarly. And while this can't necessarily be considered a bug, sims develop fears in a very poorly designed way- my main sim, who lives with and is dating a ghost, as well as having the occult trait and ghosts in their likes, developed a fear of ghosts from seeing their girlfriend possess something (a very, very common occurrence in the household), as well as gaining a fear of cowplants despite petting, feeding and playing with their cowplant every 12 hours for several in-game seasons. And while I have experienced these issues in particular, others I know have not, and have experienced completely different bugs and glitches that I haven't, making it even more difficult to prepare for what issues may come my way. The issues others have faced are more related to relationships, as the most recent update has made them completely unmanageable for some players. As a game which has been extremely popular and adored for years, which previously had quite the sizeable cost, it is genuinely shocking and baffling to see the amount of issues with even the most basic aspects of the gameplay.",2,0,-1,"January 13, 2023"
76561199455163198,*ЯёvоlтXII*,"Game is boring unless you buy a DLC with some dumba** price on it, just EA being EA making a good game for free but restricting you unless you pay 30-50$ everytime a new DLC comes out. Could get a better experience out of the Sims Mobile. Not worth the trouble of downloading.",6,0,-1,"December 25, 2023"
angelsrdead,temporary,makes me happy hehe <3,3,0,1,"April 27, 2021"
VIX_VR,VIX,Product received for free OK,3,0,1,"April 8, 2021"
ABagOfBodaciousBurgers,A Bag Of Bodacious Burgers,:D,4,0,1,"December 28, 2020"
plantekkz,black security guy from tesco,"Games alright, but you're gonna have spend up to around 700 Euro/Dollars to enjoy the full experience of the Sims™4, For them prices you could buy the parts to build a pretty high end gaming pc,",3,0,1,"July 4, 2020"
76561199019590606,BagelLord,honestly just get sims 3 lmao,4,0,-1,"January 30, 2022"
Yen0000,syria,"downloaded the sex mod and ran a 5 man train on my next door neighbor, best game ever",3,0,1,"January 23, 2023"
gulbertington,kekkamush,how do u play sims,8,3,-1,"January 20, 2023"
76561198030853676,brett.caton,"I want to like this game but the base game seems very limited. It exists pretty much solely to get you to download the dlc. It doesn't feel like a full game. I saw the bit about it scanning your computer as a requirement for play, and I really can't think of any benign reason for that? If you are playing competitively, it makes sense that they would monitor for cheating, but someone playing solo - well, what they do is their business. And as soon as you accept legally that they can monitor you, what's to stop them accessing your microphone or camera, or just selling off whatever naughty pics you took of yourself, as happened to the celebs in the iphone scandal a few years ago? I do like the free mods, but again they actually seem more limited than earler versions. I noticed a lot of modders are now selling mods for this game. It is not a good sign that people are willing to pay for content, as that means the owner of the IP is not meeting the demand of the marketplace with the game. Looking as sims 4, it doesn't seem to be as successful as sims 3 - and sims 2 had a big cultural impact. Maybe it is just too dated a concept now? I feel meh to be honest. The DLC is on sale, but nothing of it really excites me, and the weird way EA says they can block you from playing your own game after you paid them for it makes me ponder the wisdom of purchases. What if they decide to block everyone without the correct gender pronouns? Or anyone under six foot? I mean, they can, that's the point, it's crazy, but that is legally what they can do, and they don't seem to be required to give you a refund. So do you actually buy the game or are you just ""leasing an experience"", as they say? Because I'd have to say it reminds me a heck of a lot of the John Deere Tractors fiasco.",3,0,-1,"March 18, 2023"
76561199118874129,nesaa,free,4,0,1,"October 20, 2022"
ginthecat2,Gin The Cat,very good addictive fun game,4,0,1,"November 2, 2020"
Fwby,Fwby,Congratulations EA you have unlocked a review! to upgrade this review to positive you can purchase our DLC positive review package to enjoy the complete review! now only for 40$!,3,5,-1,"January 21, 2022"
76561198835657257,Dman,Thanks EA! you money hungry ♥♥♥♥♥♥♥ for making the game play of sims 4 feel like sim 2 all just to line your pockets with $700 worth of DLC. really makes the game fun to play.,7,0,-1,"July 10, 2023"
krixtine,Winter Bear,"I have a fetish watching my Sims ""woohoo""",4,0,1,"January 2, 2023"
KarabooOfficial,Karaboo,"I highly suggest getting The Sims™ 3 instead, it's just a better game in every way. Also it's cheaper, the only downside is The Sims™ 3 requires a better computer than The Sims™ 4, however it in comparison is open world.",4,0,-1,"May 15, 2022"
76561198171884102,Atvras,ea why do you make people pay for ♥♥♥♥♥♥♥ seasons 0/10,5,0,-1,"February 12, 2022"
costykyo,♿Kyo The Boneless🦴,Cool.. now you can get a wlife.. spoiler alert: it's still behind a paywall😘 ⠄⠄⠄⠄⠄⢀⡤⢎⢗⣾⠫⡫⢖⢄ ⠄⠄⠄⠄⢀⡎⠒⠐⠾⠛⠙⣆⡢⠑⢣ ⠄⠄⠄⢠⢾⡦⢒⡁⣰⣿⣿⣦⡐⣳⣩⢇ ⠄⠄⠄⡾⣢⢭⠔⣴⠒⢺⣿⣯⠥⠑⠑⡾⡄ ⠄⠄⠄⣷⡡⠁⠣⣿⣿⣿⣿⢿⣶⣠⢪⠒⡟ ⠄⠄⢠⡼⠾⡀⡄⣿⣿⢿⡏⢾⡇⣘⡽⠱⢧⡀ ⠄⠄⠄⠉⠉⠱⢦⣘⢿⣾⣶⢟⣠⡀⡄⢔⠏⠁ ⠄⠄⠄⠄⠄⣠⢼⣿⣷⣶⣾⡷⢸⣗⣯⣿⣶⣿⣶⡄ ⠄⣀⣤⣴⣾⣿⣷⣭⣭⣭⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⡀ ⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣸⣿⣿⣧ ⣿⣿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣯⢻⣿⣿⡄ ⢸⣿⣮⣿⣿⣿⣿⣿⣿⣿⡟⢹⣿⣿⣿⡟⢛⢻⣷⢻⣿⣧ ⠄⣿⡏⣿⡟⡛⢻⣿⣿⣿⣿⠸⣿⣿⣿⣷⣬⣼⣿⢸⣿⣿ ⠄⣿⣧⢿⣧⣥⣾⣿⣿⣿⡟⣴⣝⠿⣿⣿⣿⠿⣫⣾⣿⣿⡆ ...⢸⣿⣮⡻⠿⣿⠿⣟⣫⣾⣿⣿⣿⣷⣶⣾⣿⡏⣿⣿⣿⡇ ⠄⢸⣿⣿⣿⡇⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣇⣿⣿⣿⡇,3,2,1,"October 19, 2022"
76561198040607043,coop2k_millenium,"Piss poor rip off of prior iterations. Less customization, less personality and less overall. For the benefit of a drastic lack of functionality, you get the privilege of buying each facet of the game individually and for prior iterations' full expansion prices. That there are those clamoring for a 5th iteration after the utter and complete consumer abuse perpetrated with this one I will never understand. How has EA not been sued into bankruptcy over crap like this? The Sims 4 epitomizes the word ""predatory."" Do yourself a huge favor, pass on this. Requesting a refund.",4,0,-1,"December 27, 2021"
76561199209068398,Azurix,"I've wanted this game for many, many years and I do enjoy it a lot. I do have some complains whatsoever. I'll keep this as short as possible. - The base game barely has any content - The DLCS are super pricy - The sims 4 is still lacking a lot content. despite this game being released in 2014 and having previous games made with the same idea, the Sims 4 still doesn't contain all of the things that was available in the previous sims games - Mods and cc is what it makes fun for many, me included. - A lot of bugs. Examples: plates being stuck on hands, sims idling, sims refusing to do their assigned tasks. Thankfully there are some cheats that fix this. I personally still enjoy the game and I know many others who do too, so I definitely recommend it. However, I suggest getting the base game (and the dlcs if possible) in the sale. Need help with cheats? Then surely check out my guide <3 ˖⁺. Sims 4 cheats ⋆˙⊹ A Guide for The Sims™ 4 By: Azurix UPDATED! Need to know how to resurrect a sim, gain money fast without grinding or perhaps you just want to have more fun while building? Then this guide is for you! For the people that don't know a safe site for cc, thesimsresource.com is completely safe :) you can get a lot of fun cc from there. You can also check YouTube for more sites and a tutorial on how to download them",3,0,1,"February 8, 2022"
76561198996578402,nopeitout,"Product received for free After the update I can't even open my game, hours wasted trying to fix it and nothing works. At this point I don't want to play anymore, even if they fix it this time I can't trust them not to break the game again the next time it updates and I don't want to waste my time.",3,0,-1,"June 13, 2023"
76561198094995401,BIll Dauterive,"The Game itself is good, better then the sims 3, at least in the fact that its not as broken, but on another note it has way to many DLC's, EA and there money grab and the DLC's are way to expensive for what you get, Most of the stuff that they add with DLC's should have been in the base game, I have played over 200 hrs, so yes the game is fun, but i just don't think the DLC's are worth it.",2,0,-1,"June 28, 2021"
76561198150577520,Whion,"I've been playing Sims since 2001 and unfortunately I can't recommend Sims 4 for MANY reasons. 1. Greedy practices EA do what EA does. There is currently $765 worth of DLC... $765. Most of the stuff in those packs is stuff that would have been included in full packs in the past. Vampires are a $20 pack... $20 for a life-state and a small neighborhood. Supernatural in Sims 3 was $40 with so much more on offer. Sure, it didn't have the skills of Vampires but those skills were kinda one dimensional. $20 for camping? $20 for a jungle adventure? Seriously? Stuff packs maximum are worth $5. No more. At launch, there was HUGE (deserved) backlash for so many missing basic features. Like pools, hot tubs, terrain tool, and more. Some of this stuff was sold back to you as DLC. Also: My First Pet Stuff. That pack is the EPITOME of EA's greed. 2. Lack of any depth and meaningful gameplay Sims 4 just feels so hollow. It doesn't feel like a Sims game. It feels like my choices and my Sims' stories simply don't matter or make a difference. When I take my Sims places, I just have to complete a small checklist and boom: all done! No real weight or impact is made. In other games, my choices made an impact (moreso in 3 and 2 than in 1 but still) such as divorcing your spouse and getting arrested (in 3). Choices carried weight and Sims 4 doesn't have that weighted choice. It feels like you do a thing... and that's it. No impact or consequences. You just go on as if it didn't happen. Due to the emptiness of the game, it gets incredibly boring incredibly quickly and I can't play for more than an hour at a time. Complexity does not equal depth and meaningful gameplay. Blizzard Entertainment still hasn't learned that yet either. You can easily complete a pack's content within a few hours if you work at it hard enough. 3. Retraction of Features Sims 4 removed one of the best things the series introduced: open world. I know some people had issues with Sims 3 myself included but the open world is seriously awesome. Despite how bad the story progression (this can be turned off in 3) could get, your choices had impact due to how others around you would react. Sims 4? No open world. No progression. Nothing. It doesn't exist. What about Create-A-Style? NOPE! What you see is what you get. When the game launched, it had 88 missing features... EIGHTY EIGHT! Included in previous base games. EA/Maxis' reason for the removal of CAS and OW was due to engine limitations... total ♥♥♥♥♥♥♥♥. One mod with open-world Sims 4 maps has just been released and another is on its way. You can't pull that crap when fans can surpass those ""limits"" effortlessly. Sims 4 prioritized artstyle and system specs over actual gameplay. After six years (seven in 2021), EA/Maxis still haven't made the Sims 4 any more compelling or fun to play. 4. The big one: the Sims themselves are boring and infuriating The Sims in the Sims 4 have the exact same personality as the other. I know, I know; they have the emotion system and traits. That's just it; that's all they have! The emotion system, while cool in theory, is so easily manipulated and every sim is affected the same way so everyone is essentially the same person. Also the emotions mean... nothing. Working out with one emotion versus another does jack for gameplay purposes. Sims 2, 3, and 4 both have an issue of nearly identical actions, but in 2 and 3 at least some of those actions changed things up. Sims 4's actions all blend together. Nearly every computer action in Sims 4 (as an example) is the same: hacking money, playing games, chatting with friends all seem exactly the same. There's no variety. Sims in 1, 2, and 3 also did what you told them to do and did things on their own if they felt they needed to (such as pee if they needed to do so and were uncommanded). Sims in 4 will fight you. They seem to want to do their own thing apart from what you want. Want your Sim to get food? Nope! He's painting a cheeseburger. Want your Sim to shower? Nope. Traits themselves are hollow. Adults get three. THREE! Sims 3 Adults got five. These traits are just very minor changes to the Sims as well. In Sims 3, these traits would affect a great variety of things such as skill speed, your progression, and overall experience your Sims would have. In Sims 4, the traits you pick seem to have very little effect on anything you do. Maybe a minor change here and there but otherwise it's not noticeable at all. Overall, the Sims 4 lacks depth and basic features while still being milked to death by EA. If you absolutely MUST have this game, get it on a huge discount (and don't buy My First Pet Stuff if you value your wallet and your pride). I remember being intrigued about Sims 4 when it was coming out and how disappointed I was in it. In 2020, I still feel disappointed. I couldn't recommend it in 2014 and I still can't recommend it now. I know some Sims 4 fans will probably be ready to jump down my throat at this review because they adore it. You can enjoy Sims 4! I never said you couldn't! I just don't think Sims 4 lives up to the expectations this series has made for itself over the years. At first I thought I had outgrown the Sims with Sims 4, but I literally sat down for hours on end in Sims 3 just recently for a week! It's not the fans who grew up, it's the series that abandoned itself. I have more playtime on my Origin by the way.",2,0,-1,"December 20, 2020"
Vice_Versa420,Vice_Versa,"Sims 4 is a great game, EA is a ♥♥♥♥♥♥ company. A positive review can be purchased for $29.99.",3,0,-1,May 14
76561198975025988,Angel,It's fun and gives freedom to players. Great choice for players who enjoy simulation games. I found it boring in the beginning but grew to like it.,3,0,1,"March 29, 2023"
AlexBenZona,The King,i banged the death himself,3,0,1,"October 19, 2022"
JesperYT,JesperYT booper Dooper,"with all packs and alot of mods, yeah this game i would highly reccommend, just don't buy all the packs, instead ""buy"" them",2,0,1,August 8
DCC_Matrix,DCC_Matrix,"All the DLC is outrageously overpriced, and the base game doesn't have much to offer. The most interesting part of the game is creating a character, which is a very dull and tedious process anyway.",2,0,-1,"January 31, 2023"
76561198413096112,CoRbZiLLLa,"The price for the DLCs are absolutely criminal, having to pay twenty dollars to put damn animals in the game? It is absolutely obscene the amount of DLC and the price, there is not enough content in these packs to warrant 50$ which is basically an entirely different game. In order to fully experience this game in it's fully glory you have to pay 500$ or more for this ♥♥♥♥. Do not buy this game, it is not worth the sheer amount of money you'll need to spend to actually enjoy the game to it's fullest.",7,0,-1,"January 2, 2021"
Catellus_,󠁳⁧⁧Catellus,"I would love to recommend this game as I actually enjoy playing it, however because of EA Play and the requirement to sign-in to EA play to play the game is unnecessary to say the least. I understand that EA made the game and they want users to come to their ""Game Platform"" but if I buy a game on STEAM I don't want to have to sign-in to a completely different app to play my games.",3,0,-1,"December 1, 2022"
flerkaderk,Dan Hides,"More or less the same Sims game we've been playing for 20 years, plus about a thousand dollars worth of DLC. It's strange, then, that what REALLY bothers me is that the game needs to download & update Origin, plus a completely separate EA app to function. The game isn't good enough to deal with all that. Also, unrelated: never watch content by Sims Youtubers. Deeply disturbing.",2,0,-1,"August 7, 2023"
swan_electro,Swan_Electro,"So much stuff missing that 2 & 3 had!  This feels like a downgrade.  Makes you install the origin loader, which will really freaking annoy you when you explore the origin store and realize that steam overcharged the crap out of you.",7,0,-1,"August 15, 2020"
fuckgoblinz,Btampas,Piracy exists for a reason. This game is one of them.,4,2,-1,"November 27, 2023"
76561199234175459,tkyrye,this game gave me 14 types of pink eye,4,0,-1,"October 24, 2023"
76561198100766230,Roamer,"559,56€ ♥♥♥♥ you EA you ♥♥♥♥♥♥♥♥♥♥♥♥♥ sons of ♥♥♥♥♥♥. I hope you choke on your inflated executive bonuses.",3,0,-1,"July 8, 2021"
CaptainGary1,CaptainGary,Imagine spending 10 dollars just so your virtual character can do laundry.,3,0,-1,"January 2, 2021"
76561198975886929,Gabarama,you have to pay for base game features you can get in the sims 2,5,0,-1,"March 22, 2023"
vibers,hot single dad,it is free,3,0,1,"October 19, 2022"
76561199557383976,binderal1619,I love this game but I'm really not happy with this new update in still stuck on the loading part and meaning i cant edit my sims or travel or do anything for that mater. I think we all would appreciate if you fix it. please and thank you.,4,0,-1,July 27
TruFalco,Tru,"A true love-hate relationship with this game and EA... I owned most of the good DLC, bought it on Origin back when that was a thing, and now that it's on Steam for free, I have all the DLC here too! Steam doesn't know what I own so I have to look at the DLC from within the game to see what I want, but otherwise, I'm glad to have it here, mainly so I can play on my Deck. Glad I didn't buy it a few months ago. Though... Can't wait for the certain competitor to bury this game already. EA needs competition here. S4 has gotten better over the years, but it took a LONG time to get here. The community has been carrying this game, easily. And even though the game is free, you need to give a LOT of money to make an enjoyable experience. Some newer DLC are hilariously broken, some older DLC have gotten ironed out, some are still broken years later.",3,0,1,"October 19, 2022"
76561198025335834,Sir Nubbin,"It's the Sims. I don't think I need to explain the game to anyone. So instead I'll explain some things for those that may have not ""bought in"" yet. The game has gone free to play. But don't let that fool you. This is a game by EA. The base game is a hollow shell and you will get bored very quickly. There's only really any content or things to do if you buy the DLCs. How much for all the DLCs? As of this review: just under 1,000$! Cheap I know, a real STEAL some would say. But all jokes aside if you're interested in playing you will want to pick up some DLCs but NEVER EVER buy any unless they are -50% to -75% off or more. The DLCs are egregiously overpriced for the content they add.",5,0,1,"October 19, 2022"
JackNevermind,Jack Nevermind,The Sims 3 is better. ⠸⣷⣦⠤⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣀⣠⣤⠀⠀⠀ ⠀⠙⣿⡄⠈⠑⢄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⠔⠊⠉⣿⡿⠁⠀⠀⠀ ⠀⠀⠈⠣⡀⠀⠀⠑⢄⠀⠀⠀⠀⠀⠀⠀⠀⠀⡠⠊⠁⠀⠀⣰⠟⠀⠀⠀⣀⣀ ⠀⠀⠀⠀⠈⠢⣄⠀⡈⠒⠊⠉⠁⠀⠈⠉⠑⠚⠀⠀⣀⠔⢊⣠⠤⠒⠊⠉⠀⡜ ⠀⠀⠀⠀⠀⠀⠀⡽⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠩⡔⠊⠁⠀⠀⠀⠀⠀⠀⠇ ⠀⠀⠀⠀⠀⠀⠀⡇⢠⡤⢄⠀⠀⠀⠀⠀⡠⢤⣄⠀⡇⠀⠀⠀⠀⠀⠀⠀⢰⠀ ⠀⠀⠀⠀⠀⠀⢀⠇⠹⠿⠟⠀⠀⠤⠀⠀⠻⠿⠟⠀⣇⠀⠀⡀⠠⠄⠒⠊⠁⠀ ⠀⠀⠀⠀⠀⠀⢸⣿⣿⡆⠀⠰⠤⠖⠦⠴⠀⢀⣶⣿⣿⠀⠙⢄⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⢻⣿⠃⠀⠀⠀⠀⠀⠀⠀⠈⠿⡿⠛⢄⠀⠀⠱⣄⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⢸⠈⠓⠦⠀⣀⣀⣀⠀⡠⠴⠊⠹⡞⣁⠤⠒⠉⠀⠀,10,2,1,"December 8, 2022"
LeonSchultheiss,Schultheiß,"If you're still on the fence about diving into The Sims 4 and its seemingly endless DLC packs, let me just tell you—there's a lot to love. The base game going free-to-play was a smart move by EA, opening up the world of Sims to tons of new players, but let's be real—the real fun lies in those expansions. Now, you could easily sink a small fortune into the DLCs, but here's a little life hack: if you figure out how to acquire these packs by, let’s say, more creative means, you might just see your social life improve. I’m talking about a 5x increase in your chances of snagging a girlfriend. I mean, who wouldn’t be impressed by your meticulously designed Sim world where every season changes, your Sims have pets, and they can go to college, all thanks to the Seasons, Cats & Dogs, and Discover University packs? And let’s be honest—we all know Sims is a game played exclusively by hot women.",4,0,1,September 1
ultra_messica,Messica,"Game is SUPER buggy. Sims not going to work or school. Sims frozen in place. Etc etc blah blah blah, the list goes on. I love the Sims series, but come on...this is absurd.",2,0,-1,"October 29, 2020"
76561199015671246,syd,bghuy vyghubv,3,0,1,"February 14, 2021"
76561198148485371,XEnT,"I think I'm going to take my time and money onto other more reasonable things, EA!",3,0,-1,August 3
Viperinex,Viperinex | LF Content,If you like Sims you'll like this.,3,0,1,"September 21, 2020"
76561198812323926,丨ㄒ卂匚卄丨,inZOI will catch up soon....,3,2,1,October 30
believeinunicorns,Kosha,"I don't remember my life without Sims, if you are a kid of the 90ies or 00's you probably feel the same way. I don't want a future without them either !  Sims got way better with time and I'm happy I can now play them on my favorite Steam. The only downside of this game is the cosmic price of expansions.",5,0,1,"November 30, 2021"
goodboyHU,Goodboy,"Be careful if you have The Sims 4 on Origin already then DON'T install the Steam version!!!! I bought Sims 4 on Origin already in 2016 and have over 600 hours playtime, now everyone get the basegame for free...i paid 20 eur for this on a sale and for those who paid for the basegame they had a chance to get a 5eur DLC for free, but it was only available for like 3 days and i missed it :( now i got nothing I like the Sims 4 basegame, i mean you can still have a lot of fun only with basegame, you don't need to buy all the DLC for 994 eur .There are many mods and CC you can download and modify your gameplay, thats what i enjoy the most. If you want you can add guns and make a serial killer or make a superhero with mods. You have the opportunities. XD From DLC i bought only 2 bigger packs: Get to Work and Get Together, from small packs: Vampires and Jungle Adventure. Be careful if you have The Sims 4 on Origin already then DON'T install the Steam version!!!! Thats why: i wanted to try the Steam version and i installed it here too ( i have Origin version already installed), now the Steam version ask me to login again to an Origin account, after i tried the Steam version i went back to my Origin savegame. Now for some reason the Steam version overwrite my Sims 4 folder and the /:C location and it only started my Steam version, it doesn't let me change it that i want play my old Origin savegame.I made quick a backup from my 600 hours savegame. There was no other solution: i needed completely uninstall Sims 4 on Steam and Origin version too, then reinstall Origin launcher, delete all the folders SIms 4 Steam version created and then install SIms 4 on Origin again to fix it. This took me hours to do, the install is really slow :/ Atleast i was able to secure my old savegame and run it again. I never play this on Steam from now...",4,0,-1,"December 6, 2022"
KeithTheBat,KeithTheBat,"Free to Play should include all the DLC. Without it, the game is as dull as ever; could you really expect less of Electronic Arts. Especially when all the DLC cost more than $1,000 USD. Edit June 5th, 2024: Fear Of Missing Out (FOMO) Event update.",9,0,-1,"October 19, 2022"
76561198332398319,sarahmcr,"I've been playing sims 4 since it was first released years ago. Have 30 of the DlC's and have had many hours of fun. But it's come to the point where i can't even play it for 10 minutes now, SO MANY BUGS! EA have taken so much of my money for a game they cant even be arsed to fix and I'm fed up. They keep bringing new DLC's out for it too without fixing the bugs that are already in the game! EA are money wh*res and don't care about your play experience. Wouldn't recommend this game to anyone as it'll just infuriate you and then you'll feel sad for giving these divs your money.",6,0,-1,September 7
76561198175236738,Banana,"too buggy, packs are very expensive & basegame lack a lot to be enjoyable",4,0,-1,October 30
Yuno4444,Yuno,+1,10,2,1,March 17
0amburgh0,pussyguzzler989,if i fail finals this year im blaming it on this game fr,2,0,1,"November 1, 2020"
Echoshy,Skylar,I initially bought this on origin thinking and being told it was never coming to steam. Eventually however it came to steam but the issue i have is i had payed for this twice once on origin because they said they weren't going to release it on here. And once on steam so i can play it from my library on here since they wouldn't budge on giving me a cd key for my copy i had on origin so i could transfer it to steam. What kills me is that they have also made this free to play screwing over anyone who actually paid for the base game initially (And offered nothing for compensation). Not to mention the dlcs are overkill and overpriced if you buy all of them you will easily spend 1000+ on just dlc alone. What they have done differently since the previous game is make all the essential gameplay items locked behind dlc so you pay more instead of expanding on the base game. I highly suggest giving this game a pass your wallet will thank you.,3,0,-1,"January 16, 2023"
Saphfyre,Runa,"The Sims is my favourite game ever. I have over 3000 hours played in Origin. DO NOT BUY THIS GAME. It is broken. EA keeps releasing broken DLC because they know people will buy their crap anyway. If you love the Sims, stop buying DLC until the game is fixed. The game is utterly unplayable without mods and there are so many constant updates with new crap that it's just an utter pain to constantly have to update your mods, only for a new thing to break when the EA team adds an item that breaks the whole game. For a game that costs over $1000 to get all the DLC, it is honestly obscene that the game is as broken as it is. Tl;dr - Do. Not. Buy. This. Game.",3,0,-1,"December 21, 2022"
76561199150669360,Cookielqnd,"Honestly, Sims 3 had so much more content that made it immersive. Instead of only being able to walk around the block a bit, sims 3 let you explore the entire area and even had Easter Eggs, such as finding the unicorn- to which I wont spoil how. Anyways, the graphics are sub-par at best without custom content which takes ages to do and a lot of them glitch or dont work properly. Sims is getting greedier and greedier with all these expensive DLC that honestly should be part of the base game. I mean I have to pay 14$ to have laundry accessories? Dont waste your time unless you dont mind spending hours finding custom content that works ( WHICH IS HARD, A LOT OF MESHES ARENT ATTACHED AND SUCH) Overall, If you dont mind a simple family simulator then this is fine, however if you are looking for a sims 3 upgrade this would be considered the opposite in my opinion. Even downgraded the sliders.",6,0,-1,March 19
imcrowbug,crowbug,2 random people invaded my house and they became my character's best friends 10/10,3,0,1,"January 2, 2021"
Olive_Starz,Olive_Starz,"7.2 hours: Why? Just... Why. Edit, 114.8 hours: For context, my sims decided to constantly make cakes for no reason. There was so many cakes.",3,0,1,"October 20, 2022"
76561198009539697,tavoreprime,"The tutorial does not work. That basic, that simple - it does not work. I have tried ti several times in different ways and each time I get to the 'free play' bit and the necessary tools are greyed out. Having checked on EA's site this appears to have been a bug impacting plays for nigh on two years without them bothering to fix it. I wanted to like this, I was ready to spend quite a lot of cash on expansions but I have not played before and I need to learn how. If the tutorial doesn't work then I cannot do that nor can I believe that the rest of the game isn't filed with bugs. Such a shame.",3,0,-1,"November 8, 2020"
76561198004557981,shrapnel1994,"I really like the sims games despite the ridiculously priced DLC which I refuse to buy. I Played this game for about 10 hours and then it randomly stopped working. Origin keeps saying that ""Sims 4 isn't installed"" when it clearly is. Tried restarting my PC and reinstalling game etc didn't work. Apparently this is a fairly common fault with no obvious work around. Typical EA so focused on taking your money and trying to force you onto Origin (which nobody wants). EA should just let the game launch through steam without Origin. Update: Origin has finally decided to let me play the game again. haven't done anything new. It just randomly works again. That's origin for you...",3,0,-1,"February 13, 2021"
ChefKami,Chef Kami,"I think Sims  is a great game but sims 3 is the best sims, you need most dlc to really enjoy sims 4",4,0,-1,"December 1, 2020"
76561198341509311,Osuokee,so gay,26,19,1,"July 25, 2021"
